England/MILK-B59EB8/2020	England
England/MILK-B3B3AE/2020	England
England/LOND-12517D9/2020	England
England/CAMC-B5166D/2020	England
England/MILK-B87974/2020	England
England/MILK-1157E66/2021	England
Italy/CAM-INMI-117/2020	Italy
England/MILK-C53DB0/2020	England
England/CAMB-A9E0A3/2021	England
England/CAMB-AA2D2D/2021	England
England/CAMC-1104CB9/2021	England
England/MILK-D723F4/2020	England
Israel/CVL-1940/2021	Israel
Israel/CVL-2509/2021	Israel
Israel/CVL-2572/2021	Israel
Israel/CVL-2510/2021	Israel
Israel/CVL-1481/2021	Israel
Israel/CVL-515ngs/2020	Israel
Israel/CVL-468ngs/2020	Israel
Israel/CVL-1553/2021	Israel
Israel/CVL-1658/2021	Israel
Spain/AN-HUSC_13299528/2020	Spain
England/MILK-E0B9A2/2020	England
England/CAMC-B36516/2020	England
England/MILK-C52689/2020	England
England/CAMC-AEB05C/2020	England
England/MILK-ACEB7C/2020	England
England/MILK-B88CD4/2020	England
England/MILK-B045E4/2020	England
England/MILK-B065A6/2020	England
England/CAMC-B22805/2020	England
England/CAMC-BD2901/2020	England
France/GES-IPP01485/2021	France
France/GES-IPP01484/2021	France
Spain/CT-HUVH-51863/2021	Spain
Israel/CVL-16-ngs/2020	Israel
England/CAMC-B088D8/2020	England
Spain/CT-IrsiCaixaR003MP1A11/2021	Spain
Spain/CT-IrsiCaixaLQEHL1/2021	Spain
Portugal/PT2124/2020	Portugal
England/MILK-E7340E/2021	England
England/MILK-11C8F12/2021	England
England/MILK-B964AE/2020	England
England/MILK-AC7C43/2020	England
England/MILK-AC7C8F/2020	England
England/ALDP-B1F74A/2020	England
England/MILK-B97610/2020	England
England/CAMC-B37E1A/2020	England
England/QEUH-B80B75/2020	England
England/QEUH-C03E52/2020	England
Spain/AS-232152994/2021	Spain
England/CAMC-B79CB8/2020	England
England/CAMC-BD1E12/2020	England
England/CAMC-B79CD6/2020	England
Italy/CAM-TIGEM-1352/2020	Italy
Italy/CAM-TIGEM-178/2020	Italy
England/QEUH-C63ED8/2020	England
England/MILK-12A6702/2021	England
England/MILK-B3B7C0/2020	England
England/CAMC-B22814/2020	England
England/CAMC-B0C810/2020	England
England/MILK-B8615F/2020	England
Israel/CVL-2575/2021	Israel
Israel/CVL-1942/2021	Israel
Israel/CVL-1630/2021	Israel
England/QEUH-109C58F/2021	England
England/CAMC-BBB85C/2020	England
England/CAMC-F01817/2021	England
England/ALDP-C8BBF1/2020	England
England/CAMC-B21693/2020	England
England/MILK-B02FF7/2020	England
England/MILK-102F123/2021	England
England/CAMC-B7A9FC/2020	England
England/CAMC-B79C8B/2020	England
England/CAMC-B3423F/2020	England
England/CAMC-B07C19/2020	England
England/CAMC-B0879F/2020	England
England/CAMC-B98CA4/2020	England
Spain/AR-ISCIII-210775/2021	Spain
England/MILK-EC6F83/2021	England
England/MILK-F6DAAA/2021	England
England/MILK-B3C668/2020	England
England/MILK-B3D5B5/2020	England
England/MILK-ACEF9E/2020	England
England/MILK-B01F52/2020	England
England/RAND-120E559/2021	England
USA/NJ-Yale-1251/2021	USA
England/LOND-12F1C09/2020	England
England/MILK-B55DEC/2020	England
Switzerland/AG-UHB-301231-0447/2020	Switzerland
Switzerland/AG-UHB-301231-0448/2020	Switzerland
England/MILK-BFCC9F/2020	England
England/ALDP-CEAC2A/2020	England
England/LIVE-DE799E/2021	England
USA/GA-CDC-QDKI-1296/2021	USA
Nigeria/BCVL-18971/2021	Nigeria
England/CAMC-B36525/2020	England
England/CAMC-B36534/2020	England
England/CAMC-B3665F/2020	England
England/CAMC-B37524/2020	England
England/ALDP-B5B41E/2020	England
England/CAMC-B53601/2020	England
England/CAMC-B087AE/2020	England
Italy/ABR-IZSGC-TE11129/2021	Italy
England/MILK-BFCEA8/2020	England
England/MILK-B3B2CF/2020	England
Israel/CVL-1480/2021	Israel
Israel/CVL-1587/2021	Israel
Israel/CVL-1932/2021	Israel
Israel/CVL-2578/2021	Israel
England/CAMC-BC2B1D/2020	England
England/MILK-B55D82/2020	England
England/MILK-B59D24/2020	England
England/MILK-1150E5E/2021	England
England/ALDP-F90929/2021	England
Portugal/PT2920/2021	Portugal
England/CAMC-B7882E/2020	England
England/ALDP-C069C7/2020	England
England/MILK-E68CF5/2021	England
England/MILK-BAB88C/2020	England
England/MILK-B942A6/2020	England
England/ALDP-F82368/2021	England
England/CAMC-B0B231/2020	England
England/MILK-B0460F/2020	England
England/NORT-1B88C95/2021	England
England/CAMC-11081A7/2021	England
Spain/GA-CHUS-295168/2020	Spain
England/MILK-B38981/2020	England
England/MILK-BAB7DA/2020	England
England/MILK-11359C7/2021	England
France/IDF-IPP01385/2021	France
France/un-21022010238/2021	France
England/ALDP-F51FD7/2021	England
England/ALDP-FFFFAE/2021	England
Spain/CT-HUVH-67210/2021	Spain
Spain/CT-IrsiCaixaM001RQ1B3/2021	Spain
England/MILK-B3E02C/2020	England
Nigeria/BCVL-18688/2021	Nigeria
Nigeria/BCVL-18387/2021	Nigeria
Nigeria/BCVL-18716/2021	Nigeria
Switzerland/GE-32885673/2021	Switzerland
England/CAMC-BC212A/2020	England
Scotland/QEUH-EF8629/2021	Scotland
England/MILK-EC5C50/2021	England
England/CAMC-BC3402/2020	England
France/ARA-SC787/2020	France
England/MILK-BDB522/2020	England
England/CAMC-BD1D24/2020	England
England/QEUH-B80850/2020	England
England/CAMC-10FB8A3/2021	England
England/MILK-BAB804/2020	England
England/CAMC-B20A6B/2020	England
England/CAMC-BF47B4/2020	England
England/CAMC-CB9F94/2020	England
England/CAMC-C422A6/2020	England
England/CAMC-B51700/2020	England
England/CAMC-B53416/2020	England
England/MILK-11D2D66/2021	England
England/ALDP-CEAFA9/2020	England
England/MILK-F88B00/2021	England
England/PHWC-4C2F27/2021	England
Belgium/UGent-1019/2021	Belgium
England/CAMC-B35FEC/2020	England
England/MILK-B39953/2020	England
England/MILK-102E8A7/2021	England
England/QEUH-E92EB0/2021	England
England/MILK-EBB428/2021	England
England/QEUH-D1200E/2020	England
England/MILK-108B750/2021	England
Brazil/DF-1024/2020	Brazil
England/QEUH-D88B8A/2020	England
Spain/GA-ISCIII-210355/2021	Spain
England/LOND-132556A/2020	England
England/MILK-B3D5D3/2020	England
England/CAMC-BD15FF/2020	England
England/ALDP-DB1C3A/2020	England
England/QEUH-CCD892/2020	England
England/OXON-F43A40/2020	England
England/CAMC-B2198B/2020	England
England/QEUH-CC7607/2020	England
England/ALDP-1010240/2021	England
England/MILK-AC8644/2020	England
England/MILK-AC8680/2020	England
England/MILK-AC94C1/2020	England
England/CAMC-B215A5/2020	England
Nigeria/BCVL-19253/2021	Nigeria
Switzerland/un-UHB-716122601/2020	Switzerland
Switzerland/GR-UHB-717511401/2020	Switzerland
England/CAMC-B77DF3/2020	England
England/CAMC-B7B463/2020	England
NorthernIreland/RAND-1287A86/2021	NorthernIreland
England/CAMC-B99809/2020	England
England/CAMC-B99696/2020	England
England/MILK-B97443/2020	England
England/LOND-126CD06/2020	England
England/MILK-1050402/2021	England
England/CAMC-BBB8D4/2020	England
England/QEUH-B434EC/2020	England
England/OXON-F50512/2021	England
England/CAMC-CB729D/2020	England
Spain/IB-IBV-99015806/2021	Spain
England/MILK-D0AD6C/2020	England
England/MILK-EB43D7/2021	England
England/ALDP-C48501/2020	England
England/LOND-126D840/2020	England
England/CAMC-CB6FA6/2020	England
France/HDF-IPP02624/2021	France
France/GES-IPP03308/2021	France
Portugal/PT2610/2021	Portugal
France/un-21022010394/2021	France
France/un-21022010283/2021	France
Portugal/PT2156/2020	Portugal
Portugal/PT2157/2020	Portugal
England/CAMC-B5355F/2020	England
England/QEUH-C5BA2A/2020	England
Belgium/AZDelta18043-2106L/2021	Belgium
Belgium/AZDelta-20756A/2021	Belgium
Ireland/MH-NVRL-21IRL36403/2021	Ireland
England/CAMC-B542A2/2020	England
England/CAMC-B3236B/2020	England
Wales/PHWC-4AE686/2020	Wales
Wales/PHWC-48F80D/2020	Wales
England/ALDP-125C808/2021	England
Brazil/SP-1045/2021	Brazil
Brazil/GO-1054/2021	Brazil
Brazil/DF-1025/2020	Brazil
England/ALDP-10F924D/2021	England
England/MILK-1151585/2021	England
England/MILK-B97003/2020	England
England/CAMC-B51120/2020	England
England/CAMC-B53328/2020	England
England/ALDP-BB9D04/2020	England
England/ALDP-12A195C/2021	England
England/ALDP-114E187/2021	England
England/ALDP-11CEE4C/2021	England
England/QEUH-121BE7C/2021	England
France/IDF-IPP01544/2021	France
France/IDF-IPP01435/2021	France
Spain/AS-232172545/2021	Spain
England/CAMC-B21587/2020	England
England/MILK-BB0DA3/2020	England
Nigeria/BCVL-18543/2021	Nigeria
Ireland/D-NVRL-21IRL08949/2021	Ireland
France/HDF-IPP02630/2021	France
France/HDF-IPP02631/2021	France
England/SHEF-10D6B69/2020	England
England/CAMC-D37874/2020	England
England/MILK-D2DB3C/2020	England
England/CAMC-DEABB3/2020	England
England/CAMC-DEAB4A/2020	England
England/QEUH-C31398/2020	England
England/205090686/2020	England
England/CAMC-BD2145/2020	England
England/CAMC-B51779/2020	England
England/ALDP-B61FC9/2020	England
England/ALDP-115C0A7/2021	England
England/LOND-127032B/2021	England
England/LOND-126FD7C/2021	England
Portugal/PT2166/2020	Portugal
England/MILK-11A10EF/2021	England
Ireland/KY-NVRL-83IRL90317/2021	Ireland
England/ALDP-B84AB0/2020	England
England/CAMC-BD292F/2020	England
England/CAMC-C1B82C/2020	England
Wales/MILK-D2DA5D/2020	Wales
England/MILK-B54C68/2020	England
England/CAMC-B518B2/2020	England
England/MILK-EB9B34/2021	England
Scotland/EDB11087/2020	Scotland
England/MILK-B8E658/2020	England
Scotland/QEUH-D12235/2020	Scotland
Scotland/QEUH-114C7D2/2021	Scotland
England/PORT-2D9262/2021	England
England/CAMC-106F163/2021	England
Spain/CT-IrsiCaixaR003MP1H11/2021	Spain
England/RAND-11ED409/2021	England
England/CAMC-CB78D7/2020	England
Spain/IB-IBV-99012848/2021	Spain
Spain/IB-IBV-99016792/2021	Spain
England/CAMC-F7F3C8/2021	England
England/CAMC-1024443/2021	England
England/ALDP-C69A74/2020	England
England/TFCI-27033BC/2021	England
England/MILK-EB3B2B/2021	England
England/QEUH-10028B8/2021	England
England/MILK-D67CD9/2020	England
England/ALDP-CC0404/2020	England
England/ALDP-115BE80/2021	England
England/OXON-F4FA08/2021	England
England/MILK-B964DB/2020	England
England/CAMC-D1155B/2020	England
England/CAMC-BC0283/2020	England
Portugal/PT2108/2020	Portugal
France/IDF-IPP02572/2021	France
France/IDF-IPP01542/2021	France
England/CAMC-D368FD/2020	England
England/PORT-2E5BE0/2021	England
England/TFCI-2702BE2/2021	England
USA/FL-CDC-STM-000003656/2021	USA
USA/TX-CDC-9N19-8982/2021	USA
England/MILK-102E2C7/2021	England
England/MILK-112D91D/2021	England
England/MILK-F9E3D2/2021	England
England/MILK-D0BFDE/2020	England
England/ALDP-D9F1E8/2020	England
England/CAMC-ED574D/2021	England
England/CAMC-B52B7C/2020	England
USA/PA-CDC-STM-0000013-H08/2021	USA
Switzerland/BE-UHB-0718434601/2020	Switzerland
England/ALDP-101414F/2021	England
England/LOND-12897BA/2021	England
England/CAMC-BD1753/2020	England
England/MILK-102E41C/2021	England
England/ALDP-BB28BF/2020	England
England/CAMC-BF47C3/2020	England
England/ALDP-101C332/2021	England
France/PAC-CERBAHC-20211018-66/2021	France
England/CAMC-106269E/2021	England
England/MILK-BDB953/2020	England
England/CAMC-BC11A3/2020	England
England/CAMC-C40563/2020	England
England/ALDP-E87FF7/2021	England
England/QEUH-120CCCF/2021	England
England/MILK-C2F9C8/2020	England
England/CAMC-C2627B/2020	England
England/ALDP-1092747/2021	England
England/QEUH-F90024/2021	England
Wales/PHWC-4A3B82/2020	Wales
England/ALDP-C6A633/2020	England
Spain/MD-11674437/2021	Spain
England/LOND-12877CB/2020	England
England/CAMC-1178807/2021	England
England/MILK-129C945/2021	England
Portugal/PT2168/2020	Portugal
Portugal/PT2169/2020	Portugal
England/ALDP-DB70DE/2020	England
Spain/MD-IBV-99013442/2020	Spain
England/CAMC-F0157A/2021	England
Spain/AS-232172527/2021	Spain
Spain/AS-232157626/2021	Spain
Wales/ALDP-FA37FC/2021	Wales
England/MILK-D7426E/2020	England
Nigeria/BCVL-18758/2021	Nigeria
Italy/FVG-ASUGI-5196/2021	Italy
Italy/FVG-ASUGI-5197/2021	Italy
England/ALDP-FB8B70/2021	England
England/MILK-FCEFB7/2021	England
England/CAMC-106E00D/2021	England
England/CAMC-CB8636/2020	England
England/CAMC-CF9824/2020	England
England/CAMC-EDE44D/2021	England
England/QEUH-B80BFD/2020	England
England/MILK-BB111F/2020	England
Spain/IB-IBV-99015843/2021	Spain
England/CAMC-BBCE0E/2020	England
England/EXET-140452/2020	England
England/MILK-11A0F2F/2021	England
Sweden/20-53859/2020	Sweden
England/CAMC-BBD483/2020	England
England/MILK-BAC0B0/2020	England
England/MILK-B9668A/2020	England
England/MILK-BEE43E/2020	England
England/CAMC-BD151D/2020	England
France/un-21022010143/2021	France
Scotland/QEUH-11CB489/2021	Scotland
France/PAC-IHU-3217-1/2021	France
England/PORT-2D804B/2020	England
England/TFCI-26FE160/2020	England
England/BIRM-6DE9E/2020	England
England/MILK-102EA65/2021	England
England/CAMC-101D8F6/2021	England
England/CAMC-101D6ED/2021	England
Portugal/PT2177/2020	Portugal
Portugal/PT2431/2021	Portugal
England/MILK-EC4AEE/2021	England
England/CAMC-10739DD/2021	England
Italy/MAR-UNIVPM101-75155/2020	Italy
Italy/MAR-UNIVPM100-77710/2020	Italy
France/IDF-0001026/2020	France
England/MILK-103CC9B/2021	England
Sweden/21-50377/2021	Sweden
England/MILK-11D117A/2021	England
Scotland/QEUH-F65E4C/2021	Scotland
Portugal/PT2626/2021	Portugal
Wales/PHWC-4BE37D/2021	Wales
Italy/APU-IZSPB-607PT/2021	Italy
Italy/APU-IZSPB-613PT/2021	Italy
England/MILK-BAFC40/2020	England
England/MILK-BAA00D/2020	England
England/QEUH-1067E46/2021	England
England/QEUH-C932B5/2020	England
France/IDF-IPP01414/2021	France
Sweden/20-13164/2020	Sweden
Nigeria/CV622/2021	Nigeria
Switzerland/VS-33053021/2021	Switzerland
England/LOND-12F0CCE/2020	England
Switzerland/un-UHB-016-31-214802/2020	Switzerland
Switzerland/ZH-UHB-717847701/2020	Switzerland
England/ALDP-EF1ACA/2020	England
Spain/IB-IBV-99012788/2021	Spain
Spain/IB-IBV-99015796/2021	Spain
England/ALDP-C3B510/2020	England
England/QEUH-C92C9A/2020	England
Italy/LAZ-INMI-169/2021	Italy
England/MILK-ECA365/2021	England
England/OXON-F46184/2020	England
England/CAMC-10C11AB/2021	England
England/ALDP-BB5728/2020	England
England/MILK-BB12FE/2020	England
England/MILK-BB130A/2020	England
England/MILK-B55793/2020	England
USA/FL-CDC-STM-0000014-G02/2021	USA
Brazil/SP-900B/2020	Brazil
Brazil/SP-L67-CD1714/2020	Brazil
England/210320017/2021	England
England/MILK-F6E12C/2021	England
England/ALDP-E306E9/2021	England
England/MILK-D64629/2020	England
Portugal/PT2110/2020	Portugal
England/MILK-E7D45F/2021	England
USA/CO-CDC-8628/2021	USA
Switzerland/AG-UHB-301226-1010/2021	Switzerland
Slovenia/MB_6/2020	Slovenia
England/ALDP-BB47ED/2020	England
Spain/MD-H12-02-5372/2020	Spain
Spain/CT-IBV-97012008/2020	Spain
England/CAMC-CB7303/2020	England
Norway/7179/2020	Norway
Norway/7168/2020	Norway
England/OXON-F4701D/2020	England
England/CAMC-106F2AC/2021	England
England/MILK-EC6A91/2021	England
England/NOTT-24A78B/2021	England
Belgium/UGent-365/2020	Belgium
France/NAQ-SC785/2020	France
England/CAMC-C3FEA8/2020	England
England/ALDP-EE2929/2021	England
Israel/CVL-63/2020	Israel
Ireland/MH-NVRL-21IRL25852/2021	Ireland
England/PORT-2E4E15/2021	England
England/MILK-BDC284/2020	England
England/CAMC-BC2175/2020	England
England/TFCI-27052F9/2021	England
England/ALDP-EE6257/2021	England
England/LOND-12F228E/2020	England
England/MILK-EC0EF5/2021	England
England/CAMC-B07806/2020	England
England/MILK-B38ACA/2020	England
Portugal/PT2100/2020	Portugal
Portugal/PT2273/2020	Portugal
England/MILK-C2FE6F/2020	England
Italy/LIG-103333353/2021	Italy
England/OXON-F52370/2021	England
France/HDF-IPP01174/2021	France
Belgium/UZA-UA-1319/2020	Belgium
UnitedArabEmirates/4280/2020	UnitedArabEmirates
UnitedArabEmirates/4291/2020	UnitedArabEmirates
France/PAC-IHU-3152/2021	France
England/MILK-DB0372/2020	England
England/MILK-EC0842/2021	England
England/RAND-128FE73/2021	England
England/LOND-1322EEA/2020	England
Norway/7368/2020	Norway
England/MILK-D75090/2020	England
England/MILK-D7A857/2020	England
England/CAMC-BD2AC2/2020	England
England/NORW-2266E2/2020	England
UnitedArabEmirates/3864/2020	UnitedArabEmirates
England/MILK-BAC126/2020	England
England/CAMC-121656D/2021	England
Israel/CVL-600ngs/2020	Israel
England/CAMC-EDE43E/2021	England
Ireland/MH-NVRL-21IRL25851/2021	Ireland
England/CAMC-10C193A/2021	England
England/QEUH-D12AF1/2020	England
England/ALDP-E868EE/2021	England
England/ALDP-CE2A46/2020	England
France/un-21022010184/2021	France
England/OXON-F444BA/2020	England
England/LOND-13230A7/2021	England
England/MILK-C61AE5/2020	England
England/CAMC-BC1228/2020	England
Portugal/PT2146/2020	Portugal
England/LOND-126B569/2020	England
England/MILK-E7F3BA/2021	England
England/ALDP-1006D88/2021	England
England/QEUH-D95DA2/2020	England
England/210320067/2021	England
Italy/APU-POLBA12/2021	Italy
France/IDF-IPP00550/2021	France
England/QEUH-129E3FA/2021	England
Spain/CT-HUVH-60425/2021	Spain
UnitedArabEmirates/4312/2020	UnitedArabEmirates
England/CAMC-C470B6/2020	England
England/MILK-C52BA8/2020	England
England/MILK-D1BE56/2020	England
Portugal/PT2095/2020	Portugal
Nigeria/CV635/2020	Nigeria
France/GES-IPP02694/2021	France
France/GES-IPP02697/2021	France
Nigeria/FC-CV560/2020	Nigeria
England/TFCI-2703194/2021	England
England/LOND-1252222/2020	England
USA/MI-UM-10038086971/2021	USA
France/un-21022010416/2021	France
England/LOND-12F2A2C/2020	England
Wales/ALDP-114980F/2021	Wales
Sweden/21-50459/2021	Sweden
England/MILK-B88B7D/2020	England
England/MILK-B5A707/2020	England
England/ALDP-E884BB/2021	England
Italy/ABR-IZSGC-84470/2021	Italy
Spain/MC-ISCIII-210762/2021	Spain
Italy/APU-POLBA11/2021	Italy
Italy/TAA-IGA-1900478617/2021	Italy
Spain/IB-IBV-99012800/2021	Spain
England/MILK-12A5FB0/2021	England
France/NAQ-0001001/2021	France
France/NAQ-0001004/2020	France
Spain/IB-IBV-99012825/2021	Spain
England/LOND-E54E7/2021	England
England/MILK-D099C3/2020	England
England/OXON-F51E25/2020	England
England/TFCI-26FE081/2020	England
England/MILK-D27895/2020	England
England/TFCI-26FCE3E/2020	England
Spain/CT-HUVH-80909/2021	Spain
Spain/MD-71407645/2021	Spain
Scotland/QEUH-C33EB3/2020	Scotland
England/MILK-CA3F24/2020	England
USA/FL-CDC-STM-000003159/2021	USA
Norway/7338/2020	Norway
France/IDF-IPP01593/2021	France
France/IDF-IPP01650/2021	France
Portugal/PT2226/2021	Portugal
France/PAC-CERBAHC-20211020-14/2021	France
England/MILK-E60CFD/2021	England
Sweden/21-50399/2021	Sweden
England/ALDP-100E7FB/2021	England
England/QEUH-F8F671/2021	England
England/TFCI-2705DAD/2021	England
Spain/CT-HUVH-Bellvitge73799/2021	Spain
England/MILK-10AEE70/2021	England
France/un-21022010139/2021	France
France/un-21022010393/2021	France
France/un-21022010230/2021	France
England/CAMC-DDB335/2020	England
England/ALDP-CBE8D0/2020	England
England/LOND-12E841C/2020	England
England/LOND-12E8968/2020	England
England/CAMC-D11AB6/2020	England
England/CAMC-B79DD3/2020	England
England/ALDP-B5C95A/2020	England
England/MILK-B9748F/2020	England
England/PHWC-4C661F/2021	England
France/CVL-IPP01700/2021	France
France/un-UPEC-21012270452/2021	France
Italy/APU-IZSPB_493PT/2020	Italy
Israel/CVL-3/2020	Israel
Belgium/ULG-11628/2021	Belgium
Sweden/21-50842/2021	Sweden
Switzerland/GE-32929459/2021	Switzerland
Switzerland/un-UHB-31177835/2020	Switzerland
England/LOND-12F1489/2020	England
Spain/CT-HUVH-95339/2021	Spain
Spain/CT-HUVH-81112/2021	Spain
Spain/IB-IBV-99015831/2021	Spain
France/PAC-CERBAHC-20211020-44/2021	France
USA/FL-CDC-STM-000008249/2021	USA
France/IDF-IPP01423/2021	France
France/IDF-IPP01428/2021	France
France/un-21012290515/2021	France
France/un-21012290523/2021	France
Norway/1862/2021	Norway
England/QEUH-E8F083/2021	England
England/QEUH-E8DE6D/2021	England
Wales/PHWC-4B5DE1/2021	Wales
France/IDF-IPP01754/2021	France
England/CAMC-C46A7D/2020	England
England/MILK-C5067C/2020	England
Spain/CT-IrsiCaixaR003MP1B7/2021	Spain
Wales/PHWC-4BC940/2021	Wales
Belgium/rega-2233/2021	Belgium
England/QEUH-1016259/2021	England
England/ALDP-BB353F/2020	England
England/ALDP-BB3A4F/2020	England
England/CAMC-DEAB3B/2020	England
England/ALDP-DB1E8F/2020	England
England/MILK-103CF1A/2021	England
Sweden/21-20038/2021	Sweden
UnitedArabEmirates/4323/2020	UnitedArabEmirates
France/un-21022010311/2021	France
England/CAMC-10A0579/2021	England
England/MILK-E7D352/2021	England
Spain/IB-IBV-99012824/2021	Spain
Spain/IB-IBV-99019892/2021	Spain
Switzerland/un-UHB-31177838/2020	Switzerland
Switzerland/un-UHB-31187644/2020	Switzerland
England/CAMC-11D4BD3/2021	England
Norway/1829/2021	Norway
England/ALDP-CE22F3/2020	England
England/ALDP-10E3B5A/2021	England
England/ALDP-E88099/2021	England
England/QEUH-120C37F/2021	England
England/CAMB-A9AAE5/2021	England
England/QEUH-120BC75/2021	England
